image name, spot coordinates, no of nuclei
P2.1,26x11,111 nuclei
P2.1,26x12,80 nuclei
P2.1,26x13,77 nuclei
P2.1,26x14,105 nuclei
P2.1,26x15,61 nuclei
P2.1,26x16,52 nuclei
P2.1,26x17,69 nuclei
P2.1,26x18,42 nuclei
P2.1,26x19,57 nuclei
P2.1,26x2,75 nuclei
P2.1,26x20,42 nuclei
P2.1,26x21,5 nuclei
P2.1,26x3,54 nuclei
P2.1,26x4,74 nuclei
P2.1,26x5,59 nuclei
P2.1,26x6,57 nuclei
P2.1,26x7,62 nuclei
P2.1,26x8,70 nuclei
P2.1,26x9,67 nuclei
P2.1,27x10,74 nuclei
P2.1,27x11,77 nuclei
P2.1,27x12,53 nuclei
P2.1,27x13,40 nuclei
P2.1,27x14,38 nuclei
P2.1,27x15,52 nuclei
P2.1,27x16,57 nuclei
P2.1,27x17,30 nuclei
P2.1,27x18,61 nuclei
P2.1,27x19,70 nuclei
P2.1,27x2,129 nuclei
P2.1,27x20,98 nuclei
P2.1,27x21,0 nuclei
P2.1,27x3,113 nuclei
P2.1,27x4,86 nuclei
P2.1,27x5,106 nuclei
P2.1,27x6,57 nuclei
P2.1,27x7,57 nuclei
P2.1,27x8,32 nuclei
P2.1,27x9,70 nuclei
P2.1,28x10,58 nuclei
P2.1,28x11,74 nuclei
P2.1,28x12,83 nuclei
P2.1,28x13,116 nuclei
P2.1,28x14,46 nuclei
P2.1,28x15,36 nuclei
P2.1,28x16,31 nuclei
P2.1,28x17,44 nuclei
P2.1,28x18,39 nuclei
P2.1,28x19,49 nuclei
P2.1,28x2,129 nuclei
P2.1,28x20,113 nuclei
P2.1,28x21,8 nuclei
P2.1,28x3,132 nuclei
P2.1,28x4,103 nuclei
P2.1,28x5,72 nuclei
P2.1,28x6,63 nuclei
P2.1,28x7,83 nuclei
P2.1,28x8,81 nuclei
P2.1,28x9,67 nuclei
P2.1,29x10,88 nuclei
P2.1,29x11,79 nuclei
P2.1,29x12,81 nuclei
P2.1,29x13,79 nuclei
P2.1,29x14,53 nuclei
P2.1,29x15,77 nuclei
P2.1,29x16,55 nuclei
P2.1,29x17,37 nuclei
P2.1,29x18,128 nuclei
P2.1,29x19,99 nuclei
P2.1,29x2,153 nuclei
P2.1,29x20,87 nuclei
P2.1,29x21,35 nuclei
P2.1,29x22,1 nucleus
P2.1,29x3,102 nuclei
P2.1,29x4,82 nuclei
P2.1,29x5,89 nuclei
P2.1,29x6,73 nuclei
P2.1,29x7,123 nuclei
P2.1,29x8,138 nuclei
P2.1,29x9,73 nuclei
P2.1,2x10,76 nuclei
P2.1,2x11,64 nuclei
P2.1,2x12,121 nuclei
P2.1,2x13,39 nuclei
P2.1,2x14,54 nuclei
P2.1,2x15,77 nuclei
P2.1,2x16,42 nuclei
P2.1,2x17,44 nuclei
P2.1,2x18,0 nuclei
P2.1,2x6,17 nuclei
P2.1,2x7,83 nuclei
P2.1,2x8,70 nuclei
P2.1,2x9,56 nuclei
P2.1,30x10,87 nuclei
P2.1,30x11,101 nuclei
P2.1,30x12,56 nuclei
P2.1,30x13,77 nuclei
P2.1,30x14,58 nuclei
P2.1,30x15,45 nuclei
P2.1,30x16,79 nuclei
P2.1,30x17,84 nuclei
P2.1,30x18,27 nuclei
P2.1,30x19,71 nuclei
P2.1,30x2,148 nuclei
P2.1,30x20,119 nuclei
P2.1,30x21,54 nuclei
P2.1,30x22,32 nuclei
P2.1,30x3,81 nuclei
P2.1,30x4,49 nuclei
P2.1,30x5,69 nuclei
P2.1,30x6,75 nuclei
P2.1,30x8,93 nuclei
P2.1,30x9,74 nuclei
P2.1,31x10,64 nuclei
P2.1,31x11,58 nuclei
P2.1,31x12,130 nuclei
P2.1,31x13,81 nuclei
P2.1,31x14,81 nuclei
P2.1,31x15,53 nuclei
P2.1,31x16,53 nuclei
P2.1,31x17,91 nuclei
P2.1,31x18,63 nuclei
P2.1,31x19,63 nuclei
P2.1,31x2,72 nuclei
P2.1,31x20,62 nuclei
P2.1,31x21,52 nuclei
P2.1,31x22,60 nuclei
P2.1,31x3,58 nuclei
P2.1,31x4,74 nuclei
P2.1,31x5,120 nuclei
P2.1,31x6,95 nuclei
P2.1,31x7,82 nuclei
P2.1,31x8,85 nuclei
P2.1,31x9,50 nuclei
P2.1,32x10,55 nuclei
P2.1,32x11,59 nuclei
P2.1,32x12,62 nuclei
P2.1,32x13,80 nuclei
P2.1,32x14,48 nuclei
P2.1,32x15,76 nuclei
P2.1,32x16,52 nuclei
P2.1,32x17,66 nuclei
P2.1,32x18,47 nuclei
P2.1,32x19,65 nuclei
P2.1,32x2,39 nuclei
P2.1,32x20,52 nuclei
P2.1,32x21,83 nuclei
P2.1,32x22,29 nuclei
P2.1,32x3,44 nuclei
P2.1,32x4,47 nuclei
P2.1,32x5,60 nuclei
P2.1,32x6,44 nuclei
P2.1,32x7,64 nuclei
P2.1,32x8,73 nuclei
P2.1,32x9,47 nuclei
P2.1,3x10,104 nuclei
P2.1,3x11,81 nuclei
P2.1,3x12,39 nuclei
P2.1,3x13,117 nuclei
P2.1,3x14,41 nuclei
P2.1,3x15,17 nuclei
P2.1,3x16,88 nuclei
P2.1,3x17,16 nuclei
P2.1,3x18,0 nuclei
P2.1,3x6,47 nuclei
P2.1,3x7,58 nuclei
P2.1,3x8,38 nuclei
P2.1,3x9,72 nuclei
P2.1,4x10,65 nuclei
P2.1,4x11,112 nuclei
P2.1,4x12,27 nuclei
P2.1,4x13,61 nuclei
P2.1,4x14,35 nuclei
P2.1,4x15,110 nuclei
P2.1,4x16,17 nuclei
P2.1,4x17,46 nuclei
P2.1,4x18,5 nuclei
P2.1,4x6,53 nuclei
P2.1,4x7,62 nuclei
P2.1,4x8,24 nuclei
P2.1,4x9,45 nuclei
P2.1,5x11,62 nuclei
P2.1,5x12,70 nuclei
P2.1,5x13,2 nuclei
P2.1,5x14,11 nuclei
P2.1,5x15,74 nuclei
P2.1,5x16,54 nuclei
P2.1,5x17,24 nuclei
P2.1,5x18,49 nuclei
P2.1,5x6,46 nuclei
P2.1,5x7,68 nuclei
P2.1,5x8,27 nuclei
P2.1,5x9,55 nuclei
P2.1,6x10,50 nuclei
P2.1,6x11,33 nuclei
P2.1,6x12,32 nuclei
P2.1,6x13,72 nuclei
P2.1,6x14,77 nuclei
P2.1,6x15,70 nuclei
P2.1,6x16,58 nuclei
P2.1,6x17,76 nuclei
P2.1,6x18,76 nuclei
P2.1,6x19,1 nucleus
P2.1,6x3,71 nuclei
P2.1,6x4,42 nuclei
P2.1,6x5,42 nuclei
P2.1,6x6,20 nuclei
P2.1,6x7,32 nuclei
P2.1,6x8,97 nuclei
P2.1,6x9,16 nuclei
P2.1,7x10,32 nuclei
P2.1,7x11,67 nuclei
P2.1,7x12,44 nuclei
P2.1,7x13,47 nuclei
P2.1,7x14,14 nuclei
P2.1,7x15,23 nuclei
P2.1,7x16,103 nuclei
P2.1,7x17,64 nuclei
P2.1,7x18,58 nuclei
P2.1,7x19,60 nuclei
P2.1,7x2,0 nuclei
P2.1,7x3,81 nuclei
P2.1,7x4,48 nuclei
P2.1,7x5,54 nuclei
P2.1,7x6,23 nuclei
P2.1,7x7,37 nuclei
P2.1,7x8,39 nuclei
P2.1,7x9,63 nuclei
P2.1,8x10,74 nuclei
P2.1,8x11,17 nuclei
P2.1,8x12,57 nuclei
P2.1,8x13,8 nuclei
P2.1,8x14,2 nuclei
P2.1,8x15,105 nuclei
P2.1,8x16,3 nuclei
P2.1,8x17,51 nuclei
P2.1,8x18,66 nuclei
P2.1,8x19,19 nuclei
P2.1,8x2,0 nuclei
P2.1,8x20,0 nuclei
P2.1,8x3,89 nuclei
P2.1,8x4,42 nuclei
P2.1,8x5,45 nuclei
P2.1,8x6,2 nuclei
P2.1,8x7,49 nuclei
P2.1,8x8,37 nuclei
P2.1,8x9,2 nuclei
P2.1,9x10,0 nuclei
P2.1,9x12,3 nuclei
P2.1,9x13,92 nuclei
P2.1,9x14,0 nuclei
P2.1,9x15,49 nuclei
P2.1,9x16,9 nuclei
P2.1,9x17,50 nuclei
P2.1,9x18,75 nuclei
P2.1,9x19,69 nuclei
P2.1,9x20,0 nuclei
P2.1,9x3,55 nuclei
P2.1,9x4,104 nuclei
P2.1,9x5,45 nuclei
P2.1,9x6,6 nuclei
P2.1,9x7,17 nuclei
P2.1,9x8,36 nuclei
P2.1,9x9,46 nuclei
P2.3,12x3,1 nucleus
P2.3,12x4,3 nuclei
P2.3,12x5,0 nuclei
P2.3,12x6,25 nuclei
P2.3,12x7,4 nuclei
P2.3,13x3,39 nuclei
P2.3,13x4,74 nuclei
P2.3,13x5,54 nuclei
P2.3,13x6,12 nuclei
P2.3,13x7,16 nuclei
P2.3,13x8,54 nuclei
P2.3,13x9,0 nuclei
P2.3,14x2,33 nuclei
P2.3,14x3,21 nuclei
P2.3,14x4,29 nuclei
P2.3,14x5,38 nuclei
P2.3,14x6,94 nuclei
P2.3,14x7,53 nuclei
P2.3,14x8,91 nuclei
P2.3,14x9,52 nuclei
P2.3,15x2,77 nuclei
P2.3,15x4,113 nuclei
P2.3,15x5,48 nuclei
P2.3,15x6,90 nuclei
P2.3,15x7,51 nuclei
P2.3,15x8,53 nuclei
P2.3,15x9,94 nuclei
P2.3,16x10,22 nuclei
P2.3,16x2,27 nuclei
P2.3,16x3,86 nuclei
P2.3,16x4,85 nuclei
P2.3,16x5,49 nuclei
P2.3,16x6,61 nuclei
P2.3,16x7,97 nuclei
P2.3,16x8,94 nuclei
P2.3,16x9,63 nuclei
P2.3,17x10,160 nuclei
P2.3,17x11,31 nuclei
P2.3,17x2,82 nuclei
P2.3,17x3,124 nuclei
P2.3,17x4,68 nuclei
P2.3,17x5,35 nuclei
P2.3,17x6,47 nuclei
P2.3,17x7,118 nuclei
P2.3,17x8,151 nuclei
P2.3,17x9,43 nuclei
P2.3,18x10,91 nuclei
P2.3,18x11,51 nuclei
P2.3,18x2,32 nuclei
P2.3,18x3,22 nuclei
P2.3,18x4,75 nuclei
P2.3,18x5,34 nuclei
P2.3,18x6,48 nuclei
P2.3,18x7,119 nuclei
P2.3,18x8,85 nuclei
P2.3,18x9,53 nuclei
P2.3,19x10,36 nuclei
P2.3,19x11,77 nuclei
P2.3,19x2,61 nuclei
P2.3,19x3,38 nuclei
P2.3,19x4,40 nuclei
P2.3,19x5,49 nuclei
P2.3,19x6,120 nuclei
P2.3,19x7,48 nuclei
P2.3,19x8,44 nuclei
P2.3,19x9,26 nuclei
P2.3,20x10,31 nuclei
P2.3,20x11,29 nuclei
P2.3,20x2,34 nuclei
P2.3,20x3,93 nuclei
P2.3,20x4,55 nuclei
P2.3,20x5,44 nuclei
P2.3,20x6,53 nuclei
P2.3,20x7,32 nuclei
P2.3,20x8,56 nuclei
P2.3,20x9,32 nuclei
P2.3,21x10,91 nuclei
P2.3,21x11,61 nuclei
P2.3,21x12,4 nuclei
P2.3,21x2,59 nuclei
P2.3,21x3,100 nuclei
P2.3,21x4,57 nuclei
P2.3,21x5,45 nuclei
P2.3,21x6,32 nuclei
P2.3,21x7,64 nuclei
P2.3,21x8,74 nuclei
P2.3,21x9,22 nuclei
P2.3,22x10,18 nuclei
P2.3,22x11,34 nuclei
P2.3,22x12,29 nuclei
P2.3,22x2,60 nuclei
P2.3,22x3,1 nucleus
P2.3,22x4,99 nuclei
P2.3,22x5,54 nuclei
P2.3,22x6,16 nuclei
P2.3,22x7,69 nuclei
P2.3,22x8,47 nuclei
P2.3,22x9,40 nuclei
P2.3,23x10,33 nuclei
P2.3,23x11,20 nuclei
P2.3,23x12,41 nuclei
P2.3,23x13,1 nucleus
P2.3,23x2,84 nuclei
P2.3,23x3,65 nuclei
P2.3,23x5,4 nuclei
P2.3,23x6,51 nuclei
P2.3,23x7,71 nuclei
P2.3,23x8,41 nuclei
P2.3,23x9,28 nuclei
P2.3,24x10,30 nuclei
P2.3,24x11,30 nuclei
P2.3,24x12,45 nuclei
P2.3,24x2,130 nuclei
P2.3,24x3,90 nuclei
P2.3,24x4,38 nuclei
P2.3,24x5,62 nuclei
P2.3,24x6,84 nuclei
P2.3,24x7,47 nuclei
P2.3,24x8,28 nuclei
P2.3,24x9,39 nuclei
P2.3,25x10,41 nuclei
P2.3,25x11,23 nuclei
P2.3,25x12,35 nuclei
P2.3,25x13,36 nuclei
P2.3,25x2,24 nuclei
P2.3,25x3,57 nuclei
P2.3,25x4,52 nuclei
P2.3,25x5,67 nuclei
P2.3,25x6,56 nuclei
P2.3,25x7,32 nuclei
P2.3,25x8,21 nuclei
P2.3,25x9,60 nuclei
P2.3,26x10,35 nuclei
P2.3,26x11,30 nuclei
P2.3,26x12,63 nuclei
P2.3,26x13,40 nuclei
P2.3,26x2,114 nuclei
P2.3,26x3,112 nuclei
P2.3,26x4,73 nuclei
P2.3,26x5,44 nuclei
P2.3,26x6,24 nuclei
P2.3,26x7,36 nuclei
P2.3,26x8,33 nuclei
P2.3,26x9,39 nuclei
P2.3,27x10,42 nuclei
P2.3,27x11,102 nuclei
P2.3,27x12,22 nuclei
P2.3,27x13,37 nuclei
P2.3,27x2,11 nuclei
P2.3,27x3,37 nuclei
P2.3,27x4,27 nuclei
P2.3,27x5,30 nuclei
P2.3,27x6,35 nuclei
P2.3,27x7,26 nuclei
P2.3,27x8,36 nuclei
P2.3,27x9,34 nuclei
P2.3,28x10,28 nuclei
P2.3,28x11,84 nuclei
P2.3,28x12,72 nuclei
P2.3,28x13,51 nuclei
P2.3,28x2,47 nuclei
P2.3,28x3,32 nuclei
P2.3,28x4,65 nuclei
P2.3,28x5,45 nuclei
P2.3,28x6,24 nuclei
P2.3,28x7,38 nuclei
P2.3,28x8,43 nuclei
P2.3,28x9,45 nuclei
P2.3,29x10,99 nuclei
P2.3,29x11,41 nuclei
P2.3,29x12,37 nuclei
P2.3,29x13,16 nuclei
P2.3,29x14,25 nuclei
P2.3,29x2,20 nuclei
P2.3,29x3,22 nuclei
P2.3,29x4,76 nuclei
P2.3,29x5,46 nuclei
P2.3,29x6,18 nuclei
P2.3,29x7,34 nuclei
P2.3,29x8,30 nuclei
P2.3,29x9,32 nuclei
P2.3,30x10,43 nuclei
P2.3,30x11,31 nuclei
P2.3,30x12,29 nuclei
P2.3,30x13,36 nuclei
P2.3,30x14,30 nuclei
P2.3,30x2,27 nuclei
P2.3,30x3,28 nuclei
P2.3,30x4,27 nuclei
P2.3,30x5,43 nuclei
P2.3,30x6,32 nuclei
P2.3,30x8,39 nuclei
P2.3,30x9,39 nuclei
P2.3,31x10,14 nuclei
P2.3,31x11,26 nuclei
P2.3,31x12,30 nuclei
P2.3,31x13,91 nuclei
P2.3,31x14,50 nuclei
P2.3,31x15,22 nuclei
P2.3,31x2,41 nuclei
P2.3,31x3,30 nuclei
P2.3,31x4,16 nuclei
P2.3,31x5,32 nuclei
P2.3,31x6,24 nuclei
P2.3,31x7,19 nuclei
P2.3,31x8,82 nuclei
P2.3,31x9,62 nuclei
P2.3,32x10,24 nuclei
P2.3,32x11,25 nuclei
P2.3,32x12,42 nuclei
P2.3,32x13,45 nuclei
P2.3,32x14,69 nuclei
P2.3,32x15,101 nuclei
P2.3,32x16,0 nuclei
P2.3,32x2,28 nuclei
P2.3,32x3,37 nuclei
P2.3,32x4,30 nuclei
P2.3,32x5,37 nuclei
P2.3,32x6,19 nuclei
P2.3,32x7,77 nuclei
P2.3,32x8,137 nuclei
P2.3,32x9,75 nuclei
P2.4,10x23,6 nuclei
P2.4,10x24,40 nuclei
P2.4,10x25,6 nuclei
P2.4,11x20,0 nuclei
P2.4,11x21,14 nuclei
P2.4,11x22,46 nuclei
P2.4,11x23,30 nuclei
P2.4,11x24,37 nuclei
P2.4,11x25,67 nuclei
P2.4,12x17,0 nuclei
P2.4,12x18,25 nuclei
P2.4,12x19,127 nuclei
P2.4,12x20,59 nuclei
P2.4,12x21,50 nuclei
P2.4,12x22,67 nuclei
P2.4,12x23,24 nuclei
P2.4,12x24,37 nuclei
P2.4,12x25,39 nuclei
P2.4,12x26,0 nuclei
P2.4,13x15,0 nuclei
P2.4,13x16,44 nuclei
P2.4,13x17,81 nuclei
P2.4,13x18,100 nuclei
P2.4,13x19,108 nuclei
P2.4,13x20,69 nuclei
P2.4,13x21,63 nuclei
P2.4,13x22,58 nuclei
P2.4,13x23,53 nuclei
P2.4,13x24,38 nuclei
P2.4,13x25,41 nuclei
P2.4,13x26,10 nuclei
P2.4,14x14,0 nuclei
P2.4,14x15,74 nuclei
P2.4,14x16,68 nuclei
P2.4,14x17,92 nuclei
P2.4,14x18,80 nuclei
P2.4,14x19,34 nuclei
P2.4,14x20,94 nuclei
P2.4,14x21,57 nuclei
P2.4,14x22,45 nuclei
P2.4,14x23,56 nuclei
P2.4,14x24,29 nuclei
P2.4,14x25,41 nuclei
P2.4,14x26,59 nuclei
P2.4,15x12,0 nuclei
P2.4,15x13,69 nuclei
P2.4,15x14,39 nuclei
P2.4,15x15,52 nuclei
P2.4,15x16,104 nuclei
P2.4,15x17,135 nuclei
P2.4,15x18,178 nuclei
P2.4,15x19,49 nuclei
P2.4,15x20,80 nuclei
P2.4,15x21,67 nuclei
P2.4,15x23,55 nuclei
P2.4,15x24,38 nuclei
P2.4,15x25,25 nuclei
P2.4,15x26,26 nuclei
P2.4,15x27,0 nuclei
P2.4,16x11,0 nuclei
P2.4,16x12,33 nuclei
P2.4,16x13,42 nuclei
P2.4,16x14,97 nuclei
P2.4,16x15,107 nuclei
P2.4,16x16,146 nuclei
P2.4,16x17,122 nuclei
P2.4,16x18,153 nuclei
P2.4,16x19,62 nuclei
P2.4,16x20,144 nuclei
P2.4,16x21,158 nuclei
P2.4,16x22,72 nuclei
P2.4,16x23,72 nuclei
P2.4,16x24,63 nuclei
P2.4,16x25,68 nuclei
P2.4,16x26,22 nuclei
P2.4,16x27,63 nuclei
P2.4,17x10,0 nuclei
P2.4,17x11,32 nuclei
P2.4,17x12,101 nuclei
P2.4,17x13,37 nuclei
P2.4,17x14,78 nuclei
P2.4,17x15,49 nuclei
P2.4,17x16,98 nuclei
P2.4,17x17,133 nuclei
P2.4,17x18,81 nuclei
P2.4,17x19,101 nuclei
P2.4,17x20,163 nuclei
P2.4,17x21,100 nuclei
P2.4,17x22,79 nuclei
P2.4,17x23,39 nuclei
P2.4,17x24,56 nuclei
P2.4,17x25,35 nuclei
P2.4,17x26,29 nuclei
P2.4,17x27,22 nuclei
P2.4,17x28,6 nuclei
P2.4,18x10,100 nuclei
P2.4,18x11,38 nuclei
P2.4,18x12,62 nuclei
P2.4,18x13,33 nuclei
P2.4,18x14,73 nuclei
P2.4,18x15,95 nuclei
P2.4,18x16,54 nuclei
P2.4,18x17,36 nuclei
P2.4,18x18,54 nuclei
P2.4,18x19,70 nuclei
P2.4,18x20,92 nuclei
P2.4,18x21,88 nuclei
P2.4,18x22,125 nuclei
P2.4,18x23,56 nuclei
P2.4,18x24,26 nuclei
P2.4,18x25,28 nuclei
P2.4,18x26,36 nuclei
P2.4,18x27,30 nuclei
P2.4,18x28,34 nuclei
P2.4,18x5,0 nuclei
P2.4,18x6,19 nuclei
P2.4,18x7,27 nuclei
P2.4,18x8,46 nuclei
P2.4,18x9,44 nuclei
P2.4,19x10,64 nuclei
P2.4,19x11,34 nuclei
P2.4,19x12,16 nuclei
P2.4,19x13,39 nuclei
P2.4,19x14,41 nuclei
P2.4,19x15,37 nuclei
P2.4,19x16,58 nuclei
P2.4,19x17,47 nuclei
P2.4,19x18,98 nuclei
P2.4,19x19,115 nuclei
P2.4,19x20,36 nuclei
P2.4,19x22,33 nuclei
P2.4,19x23,107 nuclei
P2.4,19x24,24 nuclei
P2.4,19x25,80 nuclei
P2.4,19x26,29 nuclei
P2.4,19x27,64 nuclei
P2.4,19x28,15 nuclei
P2.4,19x3,2 nuclei
P2.4,19x4,20 nuclei
P2.4,19x5,75 nuclei
P2.4,19x6,35 nuclei
P2.4,19x7,34 nuclei
P2.4,19x8,85 nuclei
P2.4,19x9,83 nuclei
P2.4,20x10,39 nuclei
P2.4,20x11,26 nuclei
P2.4,20x12,20 nuclei
P2.4,20x13,96 nuclei
P2.4,20x14,47 nuclei
P2.4,20x15,32 nuclei
P2.4,20x16,18 nuclei
P2.4,20x17,23 nuclei
P2.4,20x18,24 nuclei
P2.4,20x19,22 nuclei
P2.4,20x2,5 nuclei
P2.4,20x20,27 nuclei
P2.4,20x21,43 nuclei
P2.4,20x22,54 nuclei
P2.4,20x23,26 nuclei
P2.4,20x24,44 nuclei
P2.4,20x25,30 nuclei
P2.4,20x26,62 nuclei
P2.4,20x27,21 nuclei
P2.4,20x28,27 nuclei
P2.4,20x3,87 nuclei
P2.4,20x4,98 nuclei
P2.4,20x5,102 nuclei
P2.4,20x6,98 nuclei
P2.4,20x7,68 nuclei
P2.4,20x8,77 nuclei
P2.4,20x9,67 nuclei
P2.4,21x10,37 nuclei
P2.4,21x11,27 nuclei
P2.4,21x12,19 nuclei
P2.4,21x13,29 nuclei
P2.4,21x14,10 nuclei
P2.4,21x15,21 nuclei
P2.4,21x16,45 nuclei
P2.4,21x17,40 nuclei
P2.4,21x18,25 nuclei
P2.4,21x19,37 nuclei
P2.4,21x2,49 nuclei
P2.4,21x20,24 nuclei
P2.4,21x21,24 nuclei
P2.4,21x22,28 nuclei
P2.4,21x23,78 nuclei
P2.4,21x24,74 nuclei
P2.4,21x25,32 nuclei
P2.4,21x26,18 nuclei
P2.4,21x27,24 nuclei
P2.4,21x28,6 nuclei
P2.4,21x3,82 nuclei
P2.4,21x4,93 nuclei
P2.4,21x5,72 nuclei
P2.4,21x6,104 nuclei
P2.4,21x7,94 nuclei
P2.4,21x8,63 nuclei
P2.4,21x9,71 nuclei
P2.4,22x10,19 nuclei
P2.4,22x11,50 nuclei
P2.4,22x12,25 nuclei
P2.4,22x13,14 nuclei
P2.4,22x14,51 nuclei
P2.4,22x15,47 nuclei
P2.4,22x16,76 nuclei
P2.4,22x17,27 nuclei
P2.4,22x18,32 nuclei
P2.4,22x19,27 nuclei
P2.4,22x2,94 nuclei
P2.4,22x20,35 nuclei
P2.4,22x21,22 nuclei
P2.4,22x22,22 nuclei
P2.4,22x23,68 nuclei
P2.4,22x24,29 nuclei
P2.4,22x25,18 nuclei
P2.4,22x26,26 nuclei
P2.4,22x27,31 nuclei
P2.4,22x28,0 nuclei
P2.4,22x3,83 nuclei
P2.4,22x4,90 nuclei
P2.4,22x5,52 nuclei
P2.4,22x6,66 nuclei
P2.4,22x7,62 nuclei
P2.4,22x8,21 nuclei
P2.4,22x9,18 nuclei
P2.4,23x10,90 nuclei
P2.4,23x11,42 nuclei
P2.4,23x12,30 nuclei
P2.4,23x13,22 nuclei
P2.4,23x14,32 nuclei
P2.4,23x15,92 nuclei
P2.4,23x16,56 nuclei
P2.4,23x17,77 nuclei
P2.4,23x18,28 nuclei
P2.4,23x19,19 nuclei
P2.4,23x2,85 nuclei
P2.4,23x20,31 nuclei
P2.4,23x21,33 nuclei
P2.4,23x22,23 nuclei
P2.4,23x23,42 nuclei
P2.4,23x24,29 nuclei
P2.4,23x25,40 nuclei
P2.4,23x26,22 nuclei
P2.4,23x27,19 nuclei
P2.4,23x3,106 nuclei
P2.4,23x4,93 nuclei
P2.4,23x5,85 nuclei
P2.4,23x6,117 nuclei
P2.4,23x7,91 nuclei
P2.4,23x8,49 nuclei
P2.4,23x9,41 nuclei
P2.4,24x10,80 nuclei
P2.4,24x11,29 nuclei
P2.4,24x12,24 nuclei
P2.4,24x13,17 nuclei
P2.4,24x14,34 nuclei
P2.4,24x15,89 nuclei
P2.4,24x16,81 nuclei
P2.4,24x17,24 nuclei
P2.4,24x18,21 nuclei
P2.4,24x19,28 nuclei
P2.4,24x2,126 nuclei
P2.4,24x20,75 nuclei
P2.4,24x21,27 nuclei
P2.4,24x22,39 nuclei
P2.4,24x23,18 nuclei
P2.4,24x24,16 nuclei
P2.4,24x25,16 nuclei
P2.4,24x26,2 nuclei
P2.4,24x3,88 nuclei
P2.4,24x4,68 nuclei
P2.4,24x5,81 nuclei
P2.4,24x6,71 nuclei
P2.4,24x7,52 nuclei
P2.4,24x8,93 nuclei
P2.4,24x9,0 nuclei
P2.4,25x10,52 nuclei
P2.4,25x11,29 nuclei
P2.4,25x12,15 nuclei
P2.4,25x13,28 nuclei
P2.4,25x14,50 nuclei
P2.4,25x15,16 nuclei
P2.4,25x16,32 nuclei
P2.4,25x17,41 nuclei
P2.4,25x18,47 nuclei
P2.4,25x19,53 nuclei
P2.4,25x2,89 nuclei
P2.4,25x20,15 nuclei
P2.4,25x21,39 nuclei
P2.4,25x22,37 nuclei
P2.4,25x23,22 nuclei
P2.4,25x24,21 nuclei
P2.4,25x25,0 nuclei
P2.4,25x3,84 nuclei
P2.4,25x4,0 nuclei
P2.4,25x5,36 nuclei
P2.4,25x6,8 nuclei
P2.4,25x7,81 nuclei
P2.4,25x8,0 nuclei
P2.4,25x9,2 nuclei
P2.4,26x10,69 nuclei
P2.4,26x11,15 nuclei
P2.4,26x12,13 nuclei
P2.4,26x13,82 nuclei
P2.4,26x14,73 nuclei
P2.4,26x15,68 nuclei
P2.4,26x16,62 nuclei
P2.4,26x17,25 nuclei
P2.4,26x18,12 nuclei
P2.4,26x19,12 nuclei
P2.4,26x2,19 nuclei
P2.4,26x20,40 nuclei
P2.4,26x21,33 nuclei
P2.4,26x22,26 nuclei
P2.4,26x23,7 nuclei
P2.4,26x24,3 nuclei
P2.4,26x3,1 nucleus
P2.4,26x4,14 nuclei
P2.4,26x5,57 nuclei
P2.4,26x6,0 nuclei
P2.4,26x7,51 nuclei
P2.4,26x8,0 nuclei
P2.4,26x9,6 nuclei
P2.4,27x10,8 nuclei
P2.4,27x11,6 nuclei
P2.4,27x12,9 nuclei
P2.4,27x13,20 nuclei
P2.4,27x14,24 nuclei
P2.4,27x15,25 nuclei
P2.4,27x17,23 nuclei
P2.4,27x18,41 nuclei
P2.4,27x19,26 nuclei
P2.4,27x2,62 nuclei
P2.4,27x20,45 nuclei
P2.4,27x21,14 nuclei
P2.4,27x22,27 nuclei
P2.4,27x23,25 nuclei
P2.4,27x3,79 nuclei
P2.4,27x4,56 nuclei
P2.4,27x5,43 nuclei
P2.4,27x6,71 nuclei
P2.4,27x7,44 nuclei
P2.4,27x8,2 nuclei
P2.4,27x9,6 nuclei
P2.4,28x10,16 nuclei
P2.4,28x11,15 nuclei
P2.4,28x12,11 nuclei
P2.4,28x13,78 nuclei
P2.4,28x14,28 nuclei
P2.4,28x15,18 nuclei
P2.4,28x16,14 nuclei
P2.4,28x17,22 nuclei
P2.4,28x18,8 nuclei
P2.4,28x19,25 nuclei
P2.4,28x2,113 nuclei
P2.4,28x20,6 nuclei
P2.4,28x21,40 nuclei
P2.4,28x22,21 nuclei
P2.4,28x23,1 nucleus
P2.4,28x3,114 nuclei
P2.4,28x4,70 nuclei
P2.4,28x5,22 nuclei
P2.4,28x6,73 nuclei
P2.4,28x7,80 nuclei
P2.4,28x8,0 nuclei
P2.4,28x9,22 nuclei
P2.4,29x10,16 nuclei
P2.4,29x11,38 nuclei
P2.4,29x12,35 nuclei
P2.4,29x13,39 nuclei
P2.4,29x14,27 nuclei
P2.4,29x15,36 nuclei
P2.4,29x16,10 nuclei
P2.4,29x17,31 nuclei
P2.4,29x18,29 nuclei
P2.4,29x19,31 nuclei
P2.4,29x2,66 nuclei
P2.4,29x20,24 nuclei
P2.4,29x21,19 nuclei
P2.4,29x22,27 nuclei
P2.4,29x3,55 nuclei
P2.4,29x4,65 nuclei
P2.4,29x5,119 nuclei
P2.4,29x6,86 nuclei
P2.4,29x7,101 nuclei
P2.4,29x8,54 nuclei
P2.4,29x9,90 nuclei
